Word	Part-Of-Speech	Weight	Frequency
怀胎	vi	1.60	1
谣言	n	1.60	1
热度	n	1.60	1
红线	n	1.60	1
孩童	n	1.60	1
有恃无恐	vl	1.60	1
如履薄冰	vl	1.60	1
操守	n	1.60	1
礼拜	n	1.60	1
大行其道	vl	1.60	1
德行	n	1.60	1
生儿育女	vl	1.60	1
航海	vn	1.60	1
觉着	v	1.60	1
锒铛入狱	vl	1.60	1
公民权	n	1.60	1
编组	n	1.60	1
跌破	v	1.60	1
善待	v	1.60	1
异样	n	1.60	1
大戏	n	1.60	1
分子生物学	n	1.60	1
走开	vi	1.60	1
炮仗	n	1.60	1
从业者	n	1.60	1
末日	n	1.60	1
公海	n	1.60	1
受罪	vi	1.60	1
瞧不起	v	1.60	1
不亚于	v	1.60	1
批判性	n	1.60	1
后患无穷	vl	1.60	1
积木	n	1.60	1
湮灭	v	1.60	1
应用科学	nl	1.60	1
拜托	v	1.60	1
沽名钓誉	vl	1.60	1
拭目以待	vl	1.60	1
造化	n	1.60	1
讨厌	v	1.60	1
试问	v	1.60	1
丢人现眼	vl	1.60	1
从医	v	1.60	1
隐居	v	1.60	1
匹配	vi	1.60	1
受精卵	n	1.60	1
发抖	vi	1.60	1
想当初	vl	1.60	1
为伍	vi	1.60	1
惩戒	vn	1.60	1
理科生	n	1.60	1
沦落	vn	1.60	1
定时炸弹	nl	1.60	1
后背	n	1.60	1
缺失	n	1.60	1
护校	n	1.60	1
避重就轻	vl	1.60	1
科学史	n	1.60	1
主谋	n	1.60	1
大方向	n	1.60	1
无话可说	vl	1.60	1
星河	n	1.60	2
峰回路转	vl	1.60	1
必修	vn	1.60	1
白癜风	n	1.60	1
文学性	n	1.60	1
翻车	vn	1.60	1
人生路	n	1.60	1
因噎废食	vl	1.60	1
开开	v	1.60	1
正事	n	1.60	1
糊弄	v	1.60	1
人母	n	1.60	1
逾越	v	1.60	1
留待	v	1.60	1
杀人犯	n	1.60	1
变故	n	1.60	1
隐秘	n	1.60	1
生育率	n	1.60	1
炸掉	v	1.60	1
无忧无虑	vl	1.60	1
生物课	n	1.60	1
管管	v	1.60	1
卖国	vi	1.60	1
毁掉	v	1.60	1
医学院	n	1.60	1
约定俗成	vl	1.60	1
摘除	v	1.60	1
跌入	v	1.60	1
恶魔	n	1.60	1
太后	n	1.60	1
势不可挡	vl	1.60	1
天书	n	1.60	1
药剂	n	1.60	1
棍子	n	1.60	1
严刑	n	1.60	1
菜刀	n	1.60	1
定罪	vi	1.60	1
双刃剑	n	1.60	1
阴性	n	1.60	1
控管	v	1.60	1
关上	v	1.60	1
造物	n	1.60	1
喊叫	v	1.60	1
无所不能	vl	1.60	1
支架	n	1.60	1
人身自由	nl	1.60	1
裹挟	v	1.60	1
高调	n	1.60	1
理工科	n	1.60	1
眼红	v	1.60	1
不值一提	vl	1.60	1
熊掌	n	1.60	1
初高中	n	1.60	1
不治之症	nl	1.60	1
自私自利	vl	1.60	1
文科生	n	1.60	1
傀儡	n	1.60	1
怜悯	v	1.60	1
讨伐	v	1.60	1
云端	n	1.60	1
人命关天	vl	1.60	1
爹妈	n	1.60	1
毒液	n	1.60	1
火葬	vi	1.60	1
肋骨	n	1.60	1
上火	vi	1.60	1
报仇	vi	1.60	1
名垂青史	vl	1.60	1
异端	n	1.60	1
要件	n	1.60	1
歇歇	v	1.60	1
子子孙孙	n	1.60	1
甲基	n	1.60	1
名正言顺	vl	1.60	1
前途无量	vl	1.60	1
考题	n	1.60	1
脑壳	n	1.60	1
寻衅	vi	1.60	1
高难度	n	1.60	1
明示	v	1.60	1
前所未闻	vl	1.60	1
节育	vn	1.60	1
哺乳类	n	1.60	1
韭菜	n	1.60	1
贪官污吏	nl	1.60	1
处死	v	1.60	1
吹捧	v	1.60	1
特异功能	n	1.60	1
独具慧眼	vl	1.60	1
血统	n	1.60	1
是不是	v	1.60	1
孤陋寡闻	vl	1.60	1
有底	vi	1.60	1
断章取义	vl	1.60	1
另当别论	vl	1.60	1
物竞天择	vl	1.60	1
退步	vi	1.60	1
阶下囚	n	1.60	1
赌注	n	1.60	1
表功	vi	1.60	1
长话短说	vl	1.60	1
铁板	n	1.60	1
考量	vi	1.60	1
天理	n	1.60	1
反面教材	n	1.60	1
气死	v	1.60	1
怒气	n	1.60	1
吐故纳新	vl	1.60	1
黑幕	n	1.60	1
男方	n	1.60	1
盗墓	vn	1.60	1
传播学	n	1.60	1
外星人	n	1.60	1
乱套	vi	1.60	1
无底洞	n	1.60	1
声讨	vn	1.60	1
民愤	n	1.60	1
跟进	v	1.60	1
法盲	n	1.60	1
大棒	n	1.60	1
剧终	vi	1.60	1
完蛋	vi	1.60	1
蠢蠢欲动	vl	1.60	1
高高挂起	vl	1.60	1
鬼话	n	1.60	1
判官	n	1.60	1
舆情	n	1.60	1
大逆不道	vl	1.60	1
急先锋	n	1.60	1
诅咒	v	1.60	1
天道	n	1.60	1
钳制	v	1.60	1
丧尽天良	vl	1.60	1
先斩后奏	vl	1.60	1
喜报	n	1.60	1
守夜	vi	1.60	1
哈工大	n	1.60	1
臭名昭著	vl	1.60	1
人种	n	1.60	1
歪门邪道	nl	1.60	1
侵扰	vn	1.60	1
憎恨	v	1.60	1
利己主义	n	1.60	1
死罪	n	1.60	1
知法犯法	vl	1.60	1
饽饽	n	1.60	2
千刀万剐	nl	1.60	1
课课	n	1.60	1
十字架	n	1.60	1
有头有尾	vl	1.60	1
强心剂	n	1.60	1
闲心	n	1.60	1
万劫不复	vl	1.60	1
指正	v	1.60	1
无期	n	1.60	1
政审	v	1.60	1
口诛笔伐	vl	1.60	1
陪葬	vi	1.60	1
踢皮球	vl	1.60	1
鸿毛	n	1.60	1
法网恢恢	vl	1.60	1
长生不老	vl	1.60	1
可逆性	n	1.60	1
悔罪	vi	1.60	1
封号	n	1.60	1
高科	nz	1.60	1
原罪	n	1.60	1
唾骂	v	1.60	1
着魔	vi	1.60	1
开口子	vi	1.60	1
说明文	n	1.60	1
局子	n	1.60	1
现况	n	1.60	1
事不关己	vl	1.60	1
以儆效尤	vl	1.60	1
不过如此	vl	1.60	1
发明地	n	1.60	1
禁地	n	1.60	1
蝙蝠	n	1.60	1
造孽	vi	1.60	1
异类	n	1.60	1
狂妄自大	vl	1.60	1
木已成舟	vl	1.60	1
混进	v	1.60	1
换血	vi	1.60	1
替罪羊	n	1.60	1
狗头	n	1.60	1
碾压	v	1.60	1
心术	n	1.60	1
鬼魅	n	1.60	1
混蛋	n	1.60	1
同案犯	n	1.60	1
码子	n	1.60	1
主粮	n	1.60	1
共犯	v	1.60	1
判罪	v	1.60	1
底限	n	1.60	1
胚胎学	n	1.60	1
反派	n	1.60	1
桥段	n	1.60	1
邪说	n	1.60	1
卧底	v	1.60	1
刑期	n	1.60	1
摄像头	n	1.60	1
奇艺	nt	1.60	1
几率	n	1.60	1
恐怖片	n	1.60	1
闹着玩	v	1.60	1
恭喜	v	1.60	1
尿酸	n	1.60	1
秃顶	v	1.60	1
百度	nz	1.60	1
走狗	n	1.60	1
入魔	v	1.60	1
裤裆	n	1.60	1
一场空	n	1.60	1
门	n	1.59	7
原来	d	1.58	4
面前	f	1.57	5
思	v	1.57	5
黑	a	1.56	10
主要	d	1.55	5
以前	f	1.54	4
人为	b	1.54	4
挺	d	1.53	14
尤其	d	1.52	3
相当	d	1.52	3
难以	d	1.52	3
到处	d	1.52	3
未经	d	1.52	3
偏偏	d	1.52	3
活该	d	1.52	3
同样	d	1.51	2
一起	s	1.49	3
家里	s	1.49	3
定期	b	1.49	3
几	m	1.48	81
明明	d	1.46	5
毁	v	1.46	8
么什	nrf	1.41	2
不断	d	1.40	2
立即	d	1.40	2
义务	d	1.40	2
刚刚	d	1.40	2
总是	d	1.40	2
恐怕	d	1.40	2
不必	d	1.40	2
自发	d	1.40	2
不用	d	1.40	2
天天	d	1.40	2
果然	d	1.40	2
悄悄	d	1.40	2
轻易	d	1.40	2
大肆	d	1.40	2
私自	d	1.40	2
宁可	d	1.40	2
终究	d	1.40	2
有时候	d	1.40	2
稍微	d	1.40	2
不择手段	dl	1.40	2
生来	d	1.40	2
怪不得	d	1.40	2
現	n	1.40	2
幾	n	1.40	2
視	n	1.40	2
控	v	1.39	6
300万	m	1.36	3
区	n	1.36	5
配	v	1.36	5
触	v	1.36	5
广东省	ns	1.36	4
解	v	1.35	4
刚	d	1.28	10
CRISPR	x	1.26	2
一百万	m	1.26	2
几千	m	1.26	2
组	n	1.26	3
情	n	1.26	3
忘	v	1.26	3
赛	v	1.26	3
观	vg	1.26	3
执	v	1.26	3
鬼	n	1.26	3
丫	ng	1.26	3
李安	nr	1.26	2
惨	a	1.25	10
白	a	1.24	6
异	ag	1.23	5
文	ng	1.23	4
两	m	1.22	35
刑事	b	1.22	13
库	n	1.21	22
当时	t	1.19	15
跑	v	1.17	2
笔	n	1.17	2
面	n	1.17	2
定	v	1.17	2
光	n	1.17	2
金	ng	1.17	2
富	vg	1.17	2
包	v	1.17	2
穷	vg	1.17	2
合	v	1.17	2
产	v	1.17	2
梦	n	1.17	2
班	n	1.17	2
脚	n	1.17	2
推	v	1.17	2
评	v	1.17	2
单	ng	1.17	2
喜	vd	1.17	2
网	n	1.17	2
猪	n	1.17	2
抗	v	1.17	2
鸡	n	1.17	2
喊	v	1.17	2
神	n	1.17	2
捧	v	1.17	2
星	n	1.17	2
刀	n	1.17	2
鸟	n	1.17	2
主	n	1.17	2
公	ng	1.17	2
偷	v	1.17	2
脱	v	1.17	2
炒	v	1.17	2
埋	v	1.17	2
骗	v	1.17	2
滴	v	1.17	2
灭	v	1.17	2
吸	v	1.17	2
体	ng	1.17	2
瓜	n	1.17	2
界	n	1.17	2
剪	v	1.17	2
扯	v	1.17	2
骨	ng	1.17	2
歪	v	1.17	2
刷	v	1.17	2
猜	v	1.17	2
祸	n	1.17	2
胆	n	1.17	2
炼	v	1.17	2
尸	ng	1.17	2
孕	vg	1.17	2
兽	ng	1.17	2
婴	ng	1.17	2
孩	ng	1.17	2
钞	ng	1.17	2
秉	vg	1.17	2
吠	vg	1.17	2
屁	n	1.17	2
人造	b	1.16	5
整	m	1.14	13
求	v	1.14	3
握	v	1.14	3
极	d	1.14	8
唯一	b	1.14	3
负面	b	1.14	3
幕后	s	1.14	3
HIV	x	1.12	4
覃金洲	nr	1.11	3
眼中	s	1.10	4
嬰	n	1.08	4
骄傲	a	1.08	2
棘手	a	1.08	2
恐惧	an	1.08	2
滑稽	a	1.08	2
倒霉	a	1.08	2
无常	a	1.08	2
類	n	1.07	5
远	a	1.06	5
部分	m	1.05	2
优质	b	1.05	2
公共	b	1.05	2
不久	m	1.05	2
心里	s	1.05	2
南方	s	1.05	2
手中	s	1.05	2
身边	s	1.05	2
以外	f	1.05	2
上面	f	1.05	2
前面	f	1.05	2
潜在	b	1.05	2
后面	f	1.05	2
特定	b	1.05	2
下面	f	1.05	2
依旧	z	1.05	2
恶性	b	1.05	2
底下	f	1.05	2
天生	b	1.05	2
隐形	b	1.05	2
轻轻松松	z	1.05	2
平平安安	z	1.05	2
怪	a	1.04	4
牢	a	1.04	4
博	ag	1.04	4
几百	m	1.03	6
物	ng	1.02	7
2	m	1.02	8
