Word	Part-Of-Speech	Weight	Frequency
算命	vi	1.60	1
下场	n	1.60	1
精子	n	1.60	1
奉劝	v	1.60	1
抛开	v	1.60	1
讲讲	v	1.60	1
控诉	v	1.60	1
骨肉	n	1.60	1
上天	vi	1.60	1
禁忌	n	1.60	1
勾当	n	1.60	1
默认	v	1.60	1
雪人	n	1.60	1
猛虎	n	1.60	1
皇后	n	1.60	1
吵架	vi	1.60	1
降生	vi	1.60	1
外衣	n	1.60	1
论点	n	1.60	1
干吗	v	1.60	1
修饰	v	1.60	1
死守	v	1.60	1
大功告成	vl	1.60	1
要人	n	1.60	1
眨眼	vi	1.60	1
抹黑	vi	1.60	1
首富	n	1.60	1
祈求	v	1.60	1
工作室	n	1.60	1
赖以	v	1.60	1
无敌	vi	1.60	1
牧师	n	1.60	1
模板	n	1.60	1
肥皂	n	1.60	1
噩梦	n	1.60	1
巨星	n	1.60	1
享乐	vi	1.60	1
钢城	n	1.60	1
构架	n	1.60	1
复利	n	1.60	1
大义凛然	vl	1.60	1
始作俑者	nl	1.60	1
名利双收	vl	1.60	1
闹剧	n	1.60	1
叫声	n	1.60	1
机子	n	1.60	1
热度	n	1.60	1
谣言	n	1.60	1
重读	v	1.60	1
选配	v	1.60	1
bullshit	n	1.60	1
振振有词	vl	1.60	1
无足轻重	vl	1.60	1
胡作非为	vl	1.60	1
稻草	n	1.60	1
人工智能	n	1.60	1
福祉	n	1.60	1
打靶	vi	1.60	1
筹码	n	1.60	1
大叔	n	1.60	1
巅峰	n	1.60	1
不得已而为之	vl	1.60	1
瞧瞧	v	1.60	1
两码事	n	1.60	1
高风险	n	1.60	1
中英文	n	1.60	1
双亲	n	1.60	1
快感	n	1.60	1
病菌	n	1.60	1
亚于	v	1.60	1
警察局	n	1.60	1
上限	n	1.60	1
拍拍	v	1.60	1
杞人忧天	vl	1.60	1
人之常情	nl	1.60	1
拭目以待	vl	1.60	1
只怕	v	1.60	1
羊皮	n	1.60	2
免得	v	1.60	1
唯一性	n	1.60	1
前赴后继	vl	1.60	1
猎杀	v	1.60	1
字号	n	1.60	1
小节	n	1.60	1
成家立业	vl	1.60	1
后患无穷	vl	1.60	1
投靠	v	1.60	1
牲口	n	1.60	1
染色体	n	1.60	1
牌坊	n	1.60	1
白费	v	1.60	1
晚点	vi	1.60	1
堆砌	v	1.60	1
逾越	v	1.60	3
推理	vn	1.60	1
疑难病	n	1.60	1
东家	n	1.60	1
血样	n	1.60	1
糊弄	v	1.60	1
存货	n	1.60	1
死路一条	nl	1.60	1
魔术师	n	1.60	1
众口	n	1.60	1
转学	vi	1.60	1
不屑	v	1.60	1
心智	n	1.60	1
庸人	n	1.60	1
毛线	n	1.60	1
大方向	n	1.60	1
天时地利	nl	1.60	1
阻隔	v	1.60	1
私房钱	n	1.60	1
暴富	v	1.60	1
油管	n	1.60	1
拿来主义	nl	1.60	1
漏斗	n	1.60	1
药都	n	1.60	1
白天鹅	n	1.60	1
配种	vi	1.60	1
何去何从	vl	1.60	1
浮夸风	n	1.60	1
首例	n	1.60	2
签到	vi	1.60	1
漏网	vn	1.60	1
交配	vi	1.60	1
副手	n	1.60	1
眼红	v	1.60	1
毁掉	v	1.60	1
后怕	vi	1.60	1
入土	vi	1.60	1
污蔑	v	1.60	1
受精	vi	1.60	1
拉倒	vi	1.60	1
起哄	vi	1.60	1
支架	n	1.60	1
关上	v	1.60	1
人工授精	nl	1.60	1
课文	n	1.60	1
摸透	v	1.60	1
抢夺	v	1.60	1
挂羊头卖狗肉	vl	1.60	1
伤天害理	vl	1.60	1
畏首畏尾	vl	1.60	1
脏话	n	1.60	1
撑腰	vi	1.60	1
小女	n	1.60	1
等号	n	1.60	1
脸皮	n	1.60	1
该死	vi	1.60	1
生命体	n	1.60	1
归因于	v	1.60	1
诟病	n	1.60	1
花心	n	1.60	2
甩手	vi	1.60	2
险阻	n	1.60	1
同性恋	vi	1.60	1
排卵	vn	1.60	1
害人不浅	vl	1.60	1
预防针	n	1.60	1
一言难尽	vl	1.60	1
东乡	nz	1.60	1
巴解	nz	1.60	1
自私自利	vl	1.60	1
查查	v	1.60	1
阉割	v	1.60	1
竟敢	v	1.60	1
禽兽	n	1.60	1
怜悯	vn	1.60	1
异端	n	1.60	1
好意	n	1.60	1
胡言乱语	vl	1.60	1
先兆	n	1.60	1
褒贬不一	vl	1.60	1
恩泽	n	1.60	1
官商	n	1.60	1
宰割	v	1.60	1
改过	vi	1.60	1
法医	n	1.60	1
潜藏	v	1.60	1
有鬼	vi	1.60	1
吐丝	vi	1.60	1
出风头	vi	1.60	1
电击	vn	1.60	1
外挂	v	1.60	1
拜拜	v	1.60	1
招摇撞骗	vl	1.60	1
贵宾楼	n	1.60	2
好过	v	1.60	1
乌托邦	nz	1.60	1
血水	n	1.60	1
性生活	n	1.60	1
悔改	v	1.60	1
念经	vi	1.60	2
遗传学	n	1.60	1
明处	n	1.60	1
鸿沟	n	1.60	1
气死	v	1.60	1
走火	vi	1.60	1
咎由自取	vl	1.60	1
芸芸众生	nl	1.60	1
男方	n	1.60	1
洋鬼子	n	1.60	1
先斩后奏	vl	1.60	1
嘴脸	n	1.60	1
白痴	n	1.60	1
王侯	n	1.60	1
同谋	n	1.60	1
笑柄	n	1.60	1
天理	n	1.60	1
裤衩	n	1.60	1
自掘坟墓	vl	1.60	1
胡说八道	vl	1.60	2
赌注	n	1.60	1
魔爪	n	1.60	1
要犯	n	1.60	1
乱子	n	1.60	1
善人	n	1.60	1
完蛋	vi	1.60	1
动物界	n	1.60	1
尸骨	n	1.60	1
悲天悯人	vl	1.60	1
雌雄	n	1.60	1
克隆人	n	1.60	1
安利	nz	1.60	1
骂名	n	1.60	1
听命	vi	1.60	2
混淆视听	vl	1.60	1
唾骂	v	1.60	1
落井下石	vl	1.60	1
妖魔鬼怪	nl	1.60	1
跟随者	n	1.60	1
防身	vi	1.60	1
猜猜	v	1.60	1
皱眉	vi	1.60	1
以此类推	vl	1.60	1
转圈	vi	1.60	3
鬼脸	n	1.60	1
狡辩	vd	1.60	1
静音	vn	1.60	1
陪葬	vi	1.60	1
摩擦力	n	1.60	1
电锯	n	1.60	1
惊魂	n	1.60	1
流芳百世	vl	1.60	2
调调	n	1.60	1
名垂千古	vl	1.60	1
改错	vi	1.60	1
康健	nz	1.60	1
自命不凡	vl	1.60	1
妖言	n	1.60	1
豢养	v	1.60	1
狂妄自大	vl	1.60	1
滚蛋	vi	1.60	1
玩火	vi	1.60	1
吹牛皮	vi	1.60	1
不管不顾	vl	1.60	1
混进	v	1.60	1
做活	vi	1.60	1
畏缩	vi	1.60	1
天知道	vl	1.60	1
婴孩	n	1.60	1
隐身	v	1.60	1
不孕	vi	1.60	1
甚嚣尘上	vl	1.60	1
流浪汉	n	1.60	1
狙击手	n	1.60	1
病原体	n	1.60	1
预估	v	1.60	1
北票	n	1.60	3
几率	n	1.60	1
咖喱	n	1.60	1
绝交	v	1.60	1
大猩猩	n	1.60	1
妄称	v	1.60	1
草芥	n	1.60	1
墙头草	n	1.60	1
厚脸皮	n	1.60	1
入魔	v	1.60	1
口风	n	1.60	1
作呕	v	1.60	1
秃头	n	1.60	1
恭喜	v	1.60	1
新浪	ntz	1.60	1
拿人	v	1.60	1
混蛋	n	1.60	1
美国人	nz	1.60	1
怪兽	n	1.60	1
铁块	n	1.60	1
中国人	n	1.60	1
老东西	n	1.60	1
无穷大	n	1.60	1
走狗	n	1.60	1
画皮	n	1.60	1
蛆虫	n	1.60	1
王道	n	1.60	1
噱头	n	1.60	1
人猿	n	1.60	1
非典	nz	1.60	1
魔掌	n	1.60	1
雌黄	n	1.60	1
片头	n	1.60	1
钙片	n	1.60	1
打赌	v	1.60	1
毒药	n	1.60	1
犯禁	v	1.60	1
倒好	n	1.60	1
绞死	v	1.60	1
真正	b	1.60	6
莆田	ns	1.60	7
相当	d	1.58	4
必然	d	1.58	4
只不过	d	1.58	4
就算	d	1.58	4
50年	t	1.58	2
换	v	1.57	5
笑	v	1.57	5
HIV	x	1.55	9
部分	m	1.54	4
别	d	1.53	30
依然	d	1.52	3
仅仅	d	1.52	3
毕竟	d	1.52	3
反而	d	1.52	3
宁愿	d	1.52	3
第二	m	1.51	5
控	v	1.49	15
面前	f	1.49	3
手里	s	1.49	3
眼里	s	1.49	3
千钧一发	bl	1.49	3
究竟	d	1.47	4
心里	s	1.46	4
背后	f	1.46	4
风	n	1.43	7
特别	d	1.40	2
更加	d	1.40	2
越来越	d	1.40	2
难以	d	1.40	2
尽快	d	1.40	2
始终	d	1.40	2
几乎	d	1.40	2
原来	d	1.40	2
即将	d	1.40	2
曾经	d	1.40	2
就要	d	1.40	2
至少	d	1.40	2
实在	d	1.40	2
极其	d	1.40	2
竟然	d	1.40	2
渐渐	d	1.40	2
无奈	d	1.40	2
慢慢	d	1.40	2
立刻	d	1.40	2
一味	d	1.40	2
最好	d	1.40	2
必定	d	1.40	2
极力	d	1.40	2
说到底	dl	1.40	2
迟早	d	1.40	2
天生	d	1.40	2
翀	n	1.40	2
霏	n	1.40	2
	n	1.40	2
货	n	1.40	6
一一	d	1.37	3
沃瑾	nr	1.37	2
挺	d	1.36	12
一本正经	al	1.35	4
配	v	1.33	9
语	ng	1.30	6
顾	v	1.29	5
千千万	m	1.26	2
愿	v	1.26	3
停	vi	1.26	3
教	v	1.26	3
患	v	1.26	3
率	v	1.26	3
针	n	1.26	3
碰	v	1.26	3
奴	ng	1.26	3
槽	ng	1.26	3
滋	vg	1.26	3
侠	ng	1.26	3
单	ng	1.26	4
坏	a	1.25	8
赢	v	1.23	5
收	v	1.23	4
x	n	1.23	4
高贵	a	1.20	1
黑	a	1.18	11
球	n	1.17	2
组	n	1.17	2
门	n	1.17	2
城	n	1.17	2
摆	v	1.17	2
选	v	1.17	2
借	v	1.17	2
投	v	1.17	2
军	n	1.17	2
德	n	1.17	2
梦	n	1.17	2
班	n	1.17	2
推	v	1.17	2
急	v	1.17	2
补	v	1.17	2
王	nr1	1.17	2
油	n	1.17	2
羊	n	1.17	2
喜	v	1.17	2
血	n	1.17	2
演	v	1.17	2
肉	n	1.17	2
鸡	n	1.17	2
显	v	1.17	2
付	v	1.17	2
玩	v	1.17	2
隔	v	1.17	2
肯	v	1.17	2
盼	v	1.17	2
子	ng	1.17	2
逃	v	1.17	2
观	vg	1.17	2
词	n	1.17	2
掏	v	1.17	2
担	v	1.17	2
哭	v	1.17	2
枪	n	1.17	2
嘴	n	1.17	2
育	vg	1.17	2
贷	v	1.17	2
服	v	1.17	2
操	v	1.17	2
料	v	1.17	2
盛	v	1.17	2
缘	n	1.17	2
壮	v	1.17	2
醒	v	1.17	2
策	ng	1.17	2
梅	ng	1.17	2
夸	v	1.17	2
闸	n	1.17	2
刑	n	1.17	2
鼠	ng	1.17	2
症	ng	1.17	2
搏	vg	1.17	2
益	vg	1.17	2
胎	ng	1.17	2
崔	nr1	1.17	2
邦	ng	1.17	2
吼	vi	1.17	2
凤	ng	1.17	2
柱	ng	1.17	2
羽	ng	1.17	2
逆	vg	1.17	2
龄	ng	1.17	2
畏	vg	1.17	2
码	v	1.17	2
遗	vg	1.17	2
眉	n	1.17	2
媒	ng	1.17	2
孕	vg	1.17	2
卵	n	1.17	2
姗	nr1	1.17	2
爹	n	1.17	2
霞	ng	1.17	2
-	n	1.17	2
者	k	1.17	12
人造	b	1.16	5
超显秋	nr	1.15	2
数	n	1.14	3
信	v	1.14	3
喝	vg	1.14	3
抽	v	1.14	3
吐	v	1.14	3
麦	ng	1.14	3
诺	nr1	1.14	3
溃	vg	1.14	3
兢	ng	1.14	3
一起	s	1.14	3
南方	s	1.14	3
许多	m	1.13	6
第三	m	1.10	4
大部分	m	1.10	4
思	v	1.10	4
沙	n	1.10	4
恐	vg	1.10	4
萌	vg	1.10	4
琢	v	1.09	6
罔	n	1.08	4
优	ag	1.08	7
坚决	ad	1.08	4
个别	a	1.08	2
高大	a	1.08	2
正直	a	1.08	2
愚蠢	a	1.08	2
将来	t	1.07	10
哈	v	1.07	5
库	n	1.06	10
统一	a	1.06	3
二	m	1.06	10
好看	a	1.05	3
主要	b	1.05	2
国内	s	1.05	2
西方	s	1.05	2
非法	b	1.05	2
一边	f	1.05	2
身边	s	1.05	2
上面	f	1.05	2
之下	f	1.05	2
民营	b	1.05	2
依旧	z	1.05	2
各种各样	bl	1.05	2
好多	m	1.05	2
百分之百	bl	1.05	2
傻	a	1.05	6
超	h	1.05	20
世	ng	1.04	6
刘	nr1	1.04	6
骗	v	1.04	6
希	v	1.04	6
宠	v	1.04	6
峥	nr1	1.04	6
远	ad	1.04	4
众	ag	1.04	4
几	m	1.02	15
